lembaga,kelompok_koordinator,npsn,nama_pt,nm_bp,provinsi_pt,jln,kec_pt,Kabupaten/Kota,website,no_tel,email
Kementerian Kesehatan,PTK,405017  ,Poltekkes Kemenkes Malang,Politeknik,Prop. Jawa Timur              , JL. BESAR IJEN NO 77 C MALANG,Kec. Klojen                   ,Kota Malang                   ,www.poltekkes-malang.ac.id,0341-566075,direktorat@poltekkes-malang.ac.id
Kementerian Kesehatan,PTK,405016  ,Poltekkes Kemenkes Surabaya,Politeknik,Prop. Jawa Timur              , Jln. Pucang Jajar Tengah no 56 Surabaya.,,Kota Surabaya                 ,www.poltekkesdepkes-sby.ac.id,(031) 5027058,admin@poltekkesdepkes-sby.ac.id
Kementerian Kesehatan,PTK,405021  ,Poltekkes Kemenkes Pontianak,Politeknik,Prop. Kalimantan Barat        , Jl. 28 Oktober Siantan Hulu Pontianak,,Kota Pontianak                ,www.poltekkes-pontianak.ac.id,0561882632,admin@poltekkes-pontianak.ac.id
Kementerian Kesehatan,PTK,405022  ,Poltekkes Kemenkes Banjarmasin,Politeknik,Prop. Kalimantan Selatan      , Jl. Mistar Cokrokusumo No. 1A Banjarbaru Kalimantan Selatan,,Kota Banjarbaru               ,www.poltekkes-banjarmasin.ac.id,0511-4773267,poltekkes_banjarmasin@yahoo.co.id
Kementerian Kesehatan,PTK,405023  ,Poltekkes Kemenkes Palangkaraya,Politeknik,Prop. Kalimantan Tengah       , Jalan George Obos No. 30 / 32 ,,Kota Palangka Raya            ,poltekkes-palangkaraya.ac.id,0536-3221768,poltekkespalangkaraya@gmail.com
Kementerian Kesehatan,PTK,405024  ,Poltekkes Kemenkes Kalimantan Timur,Politeknik,Prop. Kalimantan Timur        ,Jl. Kurnia Makmur No. 64 Samarinda,,Kota Samarinda                ,poltekkes-kaltim.ac.id,0541738153,poltekkes_smd2007@yahoo.co.id
Kementerian Kesehatan,PTK,405036  ,Poltekkes Kemenkes Tanjung Pinang,Politeknik,Prop. Kepulauan Riau          , Jl. Arif Rahman Hakim No.1 Tanjungpinang,,Kota Tanjungpinang            ,www.poltekkes-tanjungpinang.ac.id,0771-24086,poltekkestanjungpinang@yahoo.co.id
Kementerian Kesehatan,PTK,405034  ,Poltekkes Kemenkes Tanjung Karang,Politeknik,Prop. Lampung                 , Jl.  Soekarno Hatta No. 6 Bandar Lampung,,Kota Bandar Lampung           ,http://poltekkes-tjk.ac.id/,0721 783852,poltekkestanjungkarang@yahoo.co.id
Kementerian Kesehatan,PTK,405029  ,Poltekkes Kemenkes Maluku,Politeknik,Prop. Maluku                  , ,,Kota Ambon, , , 
Kementerian Kesehatan,PTK,405030  ,Poltekkes Kemenkes Ternate,Politeknik,Prop. Maluku Utara            , ,,Kota Ternate                  ,www.poltekkesternate.ac.id, 0921-3121870, poltekes_ternate@yahoo.co.id
Kementerian Kesehatan,PTK,405019  ,Poltekkes Kemenkes Mataram,Politeknik,Prop. Nusa Tenggara Barat     , Jl. Praburangkasari Dasan Cermen Mataram,,Kota Mataram                  ,www.poltekkes-mataram.ac.id,0370-631160,poltekkes.mataram@yahoo.co.id
Kementerian Kesehatan,PTK,405020  ,Poltekkes Kemenkes Kupang,Politeknik,Prop. Nusa Tenggara Timur     , Jln. Piet A. Tallo-Liliba-Kupang-NTT,,Kota Kupang                   ,www.poltekkeskupang.ac.id,0380880881,poltekkeskupang@yahoo.com
Kementerian Kesehatan,PTK,405031  ,Poltekkes Kemenkes Jayapura,Politeknik,Prop. Papua                   , Jl. Padang Bulan II Kelurahan Hedam Distrik Heram,,Kota Jayapura                 ,poltekkesjayapura.ac.id,(0967) 584280;588460,info@poltekkesjayapura.ac.id
Kementerian Kesehatan,PTK,405038  ,Poltekkes Kemenkes Sorong,Politeknik,Prop. Papua Barat             , Jalan Basuki Rahmat Km 11 Sorong,,Kota Sorong                   ,www.poltekessorong.ac.id,0951324309,poltekkes_sorong@yahoo.co.id
Kementerian Kesehatan,PTK,405003  ,Poltekkes Kemenkes Riau,Politeknik,Prop. Riau                    , ,,Kota Pekanbaru                , www.pkr.ac.id,(0761) 36581 , pkr.riau@gmail.com
Kementerian Kesehatan,PTK,405037  ,Poltekkes Kemenkes Mamuju,Politeknik,Prop. Sulawesi Barat          ," Jl. Poros Mamuju - Kalukku Km.16 Mamuju, Sulawesi Barat",,Kab. Mamuju                   ,-,0,poltekkes_mamuju@yahoo.com
Kementerian Kesehatan,PTK,405027  ,Poltekkes Kemenkes Makassar,Politeknik,Prop. Sulawesi Selatan        ,Jl. Wijaya Kusuma Raya No.46 Kel.Banta-Bantaeng Kec Rappocini Kota Makassar,,Kota Makassar                 ,www.poltekkes-mks.ac.id,0411869826,info@poltekkes-mks.ac.id
Kementerian Kesehatan,PTK,405026  ,Poltekkes Kemenkes Palu ,Politeknik,Prop. Sulawesi Tengah         , Jl. Thalua Konchi. No. 19 Mamboro Palu Utara,Kec. Palu Utara               ,Kota Palu                     ,www.poltekkespalu.ac.id,0451 -491451,poltekkeskemenkespalu@yahoo.com
Kementerian Kesehatan,PTK,405028  ,Poltekkes Kemenkes Kendari,Politeknik,Prop. Sulawesi Tenggara       ,"Jl. Jend. A.H. Nasution. No. G.14 Anduonohu, Kota Kendari ",,Kota Kendari                  ,www.poltekkeskendari.ic.id,(0401) 3190492 ,adminpoltekkeskendari.ic.id
Kementerian Kesehatan,PTK,405025  ,Poltekkes Kemenkes Manado,Politeknik,Prop. Sulawesi Utara          ,Jl. R. W. Mongisidi Malalayang II Manado,,Kota Manado                   ,www.poltekkesmanado.ac.id,0431-833773; 833774,direktorat@poltekkesmanado.ac.id
Kementerian Kesehatan,PTK,405004  ,Poltekkes Kemenkes Padang,Politeknik,Prop. Sumatera Barat          , Simpang Pondok Kopi Nanggalo Padang ,Kec. Nanggalo                 ,Kota Padang                   ,poltekkespadang.ac.id,0751-7058128,admin@poltekkespadang.ac.id
Kementerian Kesehatan,PTK,405007  ,Poltekkes Kemenkes Palembang,Politeknik,Prop. Sumatera Selatan        ," Jl.Jenderal Sudirman Km.3,5 Komplek RSMH No.1365 samping masjid Ash-Shofa Palem",,Kota Palembang                ,http://poltekkespalembang.ac.id/,0711373104,poltekkes_palembang@yahoo.com
Kementerian Kesehatan,PTK,405002  ,Poltekkes Kemenkes Medan,Politeknik,Prop. Sumatera Utara          ," Jl. Jamin Ginting KM. 13,5 Kel. Lau Cih Medan - Tuntungan ",,Kota Medan                    ,www.poltekkes-medan.ac.id,061-8368633,poltekkes_medan@yahoo.com
Kementerian Keuangan,PTK,415001  ,Politeknik Keuangan Negara STAN,Politeknik,Prop. Banten                  , ,,Kota tangerang Selatan        , www.pknstan.ac.id,(021)7361654-58, humas.baak@pknstan.ac.id
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,385003  ,Politeknik Pariwisata Lombok,Politeknik,Prop. Nusa Tenggara Barat     ,,,Kota Mataram                  ,,,
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,385001  ,Politeknik Pariwisata Makassar,Politeknik,Prop. Sulawesi Selatan        , Jl. Gunung Rinjani Kota Mandiri Tanjung Bunga,Kec. Tamalate                 ,Kota Makassar                 ,poltekpar-makassar.ac.id,62-411-838456,info@poltekpar-makassar.ac.id
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,385004  ,Politeknik Pariwisata Palembang,Politeknik,Prop. Sumatera Selatan        ,,,Kota Palembang                ,,,
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,385002  ,Politeknik Pariwisata Medan,Politeknik,Prop. Sumatera Utara          ,Medan,,Kota Medan                    ,,,
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,383001  ,Sekolah Tinggi Pariwisata Nusa Dua Bali ,Sekolah Tinggi,Prop. Bali                    ," Jalan Dharmawangsa, Kampial, Nusa Dua, Bali",Kec. Kuta Selatan             ,Kab. Badung                   , www.stpbali.ac.id, 0361-773537,academic@stpbali.ac.id
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,383002  ,Sekolah Tinggi Pariwisata Bandung,Sekolah Tinggi,Prop. Jawa Barat              , Jl. Dr. Setiabudhi 186 Bandung,,Kota Bandung                  ,http://stp-bandung.ac.id,0222011456,contact@stp-bandung.ac.id
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,383003  ,Akademi Pariwisata Makassar,Sekolah Tinggi,Prop. Sulawesi Selatan        ," Jl Gunung Rinjani No. 1 Tanjung Bunga, Kota Mandiri - Makassar",,Kota Makassar                 , http://www.akparmakassar.ac.id,0411838456,akpar@akparmakassar.ac.id
Kementerian Pariwisata dan Ekonomi Kreatif,PTK,383004  ,Akademi Pariwisata Medan,Sekolah Tinggi,Prop. Sumatera Utara          ,"JL. RUMAH SAKIT HAJI NO.12

MEDAN 20371

SUMATERA UTARA",,Kota Medan                    , akparmedan.ac.id,061-6632182,info@akparmedan.ac.id
Kementerian Perdagangan,PTK,504001  ,Akademi Metrologi dan Instrumentasi,Akademi,Prop. Jawa Barat              ,,Kec. Jatinangor               ,Kab. Sumedang                 ,,,
Kementerian Perhubungan,PTK,424007  ,Akademi Perkeretaapian Indonesia Madiun,Akademi,Prop. Jawa Timur              ,"Jl. Tirta Raya, Kota Madiun, Jawa Timur",Kec. Taman                    ,Kota Madiun                   ,www.api.ac.id,+62-351-474777,kontak@api.ac.id
Kementerian Perhubungan,PTK,424006  ,Akademi Teknik dan Keselamatan Penerbangan Surabaya,Akademi,Prop. Jawa Timur              ,JL. Jemur Andayani 1 NO. 73 Surabaya,,Kota Surabaya                 , www.atkpsby.ac.id,0318410871,atkp_surabaya@yahoo.co.id
Kementerian Perhubungan,PTK,424005  ,Akademi Teknik dan Keselamatan Penerbangan Makassar,Akademi,Prop. Sulawesi Selatan        , JL. Poros Makassar Maros KM. 25 Maccopa  Sulawesi Selatan ,,Kota Makassar                 , http://www.atkp-makassar.ac.id, 0411-373212,  atkp.makassar@gmail.com
Kementerian Perhubungan,PTK,424004  ,Akademi Teknik dan Keselamatan Penerbangan Medan,Akademi,Prop. Sumatera Utara          ,"Jl. Penerbangan No. 85

Jamin Ginting KM 8,5

Medan, Sumatera Utara, 

Indonesia",,Kota Medan                    ,www.atkp-medan.ac.id,0618360675,admin@mail.atkpmedan.ac.id
Kementerian Perhubungan,PTK,425006  ,Politeknik Keselamatan Transportasi Jalan,Politeknik,Prop. Jawa Tengah             , JALAN SEMERU NO. 3 TEGAL,,Kota Tegal                    ,www.pktj.ac.id,"0283-358081, 351061",pktj@pktj.ac.id
Kementerian Perhubungan,PTK,425008  ,Politeknik Ilmu Pelayaran Semarang ,Politeknik,Prop. Jawa Tengah             , ,,Kota Semarang                 , www.pip-semarang.ac.id, 0248311527,info@pip-semarang.ac.id
Kementerian Perhubungan,PTK,425010  ,Politeknik Penerbangan Surabaya,Politeknik,Prop. Jawa Timur              ,,Kec. Wonocolo                 ,Kota Surabaya                 ,,,
Kementerian Perhubungan,PTK,425009  ,Politeknik Pelayaran Surabaya,Politeknik,Prop. Jawa Timur              ,"Kampus II : Jl.gunung anyar boulevard no 1 surabaya
Kampus I  : Jl.Raya Hangtua",,Kota Surabaya                 ,www.poltekpel-sby.ac.id,031-8714673 / 031-87,info@poltekpel-sby.ac.id
Kementerian Perhubungan,PTK,425007  ,Politeknik Ilmu Pelayaran Makassar ,Politeknik,Prop. Sulawesi Selatan        ,Jl. Tentara Pelajar No.173 Makassar,,Kota Makassar                 ,www.pipmakassar.ac.id,0411-3616975,pipmks@pipmakassar.ac.id
Kementerian Perhubungan,PTK,425011  ,Politeknik Pelayaran Sumatera Barat,Politeknik,Prop. Sumatera Barat          ,,,Kab. Padang Pariaman          ,,,
Kementerian Perhubungan,PTK,423002  ,Sekolah Tinggi Penerbangan Indonesia Curug ,Sekolah Tinggi,Prop. Banten                  ,JL Raya STPI Curug Legok Tangerang Banten  ,,Kab. Tangerang                , stpicurug.ac.id,0215982204/05,stpi@stpicurug.ac.id
Kementerian Perhubungan,PTK,423001  ,Sekolah Tinggi Ilmu Pelayaran Jakarta,Sekolah Tinggi,Prop. D.K.I. Jakarta          ," JL. MARUNDA MAKMUR, CILINCING, JAKARTA UTARA",,Kota Jakarta Utara            ,www.stipjakarta.ac.id,02188991618,webmaster@stipjakarta.ac.id
Kementerian Perhubungan,PTK,423003  ,Sekolah Tinggi Transportasi Darat Bekasi,Sekolah Tinggi,Prop. Jawa Barat              ," Jalan Raya Setu No. 89, Kec. Cibitung, Kab. Bekasi, Jawa Barat",,Kab. Bekasi                   ,www.sttd.ac.id,021 8254640 - 021 82,sttd.diklat@gmail.com
Kementerian Perindustrian,PTK,434007  ,Akademi teknologi Kulit Yogyakarta,Akademi,Prop. D.I. Yogyakarta         ,Jl. Ringroad Selatan Glugo Panggungharjo Sewon Bantul Yogyakarta ,,Kab. Bantul                   ,www.atk.ac.id,0274-383727,info@atk.ac.id
Kementerian Perindustrian,PTK,434004  ,Akademi Pimpinan Perusahaan,Akademi,Prop. D.K.I. Jakarta          ,Jl. Timbul No. 34 Kelurahan Cipedak Kecamatan Jagakarsa Jakarta Selatan,,Kota Jakarta Selatan          ,app-jakarta.ac.id,0217270215,akademik@app-jakarta.ac.id
Kementerian Perindustrian,PTK,434003  ,Akademi Kimia Analisis,Akademi,Prop. Jawa Barat              ," Jalan Pangeran Sogiri Nomor 283, Tanah Baru - Kota Bogor",,Kota Bogor                    ,http://www.aka.ac.id,0251-8650351,akainfo@aka.ac.id
Kementerian Perindustrian,PTK,434009  ,Akademi Komunitas Industri Tekstil dan Produk Tekstil Surakarta,Akademi,Prop. Jawa Tengah             ,,,Kota Surakarta                ,www.ak-tekstilsolo.ac.id,0271-6792696,aksurakarta@gmail.com
Kementerian Perindustrian,PTK,434005  ,Akademi Teknik Industri Makassar,Akademi,Prop. Sulawesi Selatan        ,Jl. Sunu No. 220 ,,Kota Makassar                 ,www.atim.ac.id,0411449609,tika_mks@yahoo.com
Kementerian Perindustrian,PTK,434008  ,Akademi Teknologi Kimia Industri Medan,Akademi,Prop. Sumatera Utara          ,-,,Kota Medan                    ,,,
Kementerian Perindustrian,PTK,436001  ,Akademi Komunitas Industri Manufaktur Bantaeng,Akademi Komunitas,Prop. Sulawesi Selatan        ,,,Kab. Bantaeng                 ,,,
Kementerian Perindustrian,PTK,435007  ,Politeknik ATK Yogyakarta,Politeknik,Prop. D.I. Yogyakarta         ,,,Kota Yogyakarta               ,www.atk.ac.id,0274383727,akademik@atk.ac.id
Kementerian Perindustrian,PTK,435002  ,Politeknik STMI Jakarta,Politeknik,Prop. D.K.I. Jakarta          ,,Kec. Cempaka Putih            ,Kota Jakarta Pusat            ,www.stmi.ac.id,(021) 42886064, humas@stmi.ac.id
Kementerian Perindustrian,PTK,435006  ,Politeknik APP Jakarta,Politeknik,Prop. D.K.I. Jakarta          ,,,Kota Jakarta Pusat            ,www.poltekapp.ac.id,(021) 7867382,info@poltekapp.ac.id
Kementerian Perindustrian,PTK,435004  ,Politeknik STTT Bandung,Politeknik,Prop. Jawa Barat              ,,,Kota Bandung                  ,www.stttekstil.ac.id,022-7272580,info@stttekstil.ac.id
Kementerian Perindustrian,PTK,435005  ,Politeknik AKA Bogor,Politeknik,Prop. Jawa Barat              ,,,Kab. Bogor                    ,www.aka.ac.id,0251-8650351,akainfo@aka.ac.id
Kementerian Perindustrian,PTK,435010  ,Politeknik Industri Furnitur dan Pengolahan Kayu,Politeknik,Prop. Jawa Tengah             ,,,Kab. Kendal                   ,poltek-furnitur.ac.id,,humas@poltek-furnitur.ac.id
Kementerian Perindustrian,PTK,435008  ,Politeknik ATI Makassar,Politeknik,Prop. Sulawesi Selatan        ,,,Kota Makassar                 ,www.atim.ac.id,0411-449609, Info@atim.ac.id
Kementerian Perindustrian,PTK,435009  ,Politeknik Industri Logam Morowali,Politeknik,Prop. Sulawesi Tengah         ,,,Kab. Marowali                 ,pilm.ac.id,,
Kementerian Perindustrian,PTK,435003  ,Politeknik ATI Padang,Politeknik,Prop. Sumatera Barat          ,,,Kota Padang                   , poltekatipdg.ac.id, 0751-7055053, info@poltekatipdg.ac.id
Kementerian Perindustrian,PTK,435001  ,Politeknik Teknologi Kimia Industri Medan,Politeknik,Prop. Sumatera Utara          ,,,Kota Medan                    ,,,
Kementerian Perindustrian,PTK,433001  ,Sekolah Tinggi Manajemen Industri,Sekolah Tinggi,Prop. D.K.I. Jakarta          , Jln. Letjen Suprapto No.26 Cempaka Putih ,Kec. Cempaka Putih            ,Kota Jakarta Pusat            ,www.stmi.ac.id,021-42886064,humas@stmi.ac.id
Kementerian Perindustrian,PTK,433002  ,Sekolah tinggi Teknologi Tekstil Bandung,Sekolah Tinggi,Prop. Jawa Barat              , Jalan Jakarta No. 31 Bandung,,Kota Bandung                  ,www.stttekstil.ac.id,022 7272580,info@stttekstil.ac.id
Kementerian Pertahanan,PTK,474002  ,Akademi Angkatan Udara (AAU),Akademi,Prop. D.I. Yogyakarta         , ,,Kota Yogyakarta               , , , 
Kementerian Pertahanan,PTK,474001  ,Akademi Militer Magelang,Akademi,Prop. Jawa Tengah             , Jalan Gatot Subroto Magelang Jawa Tengah,,Kota Magelang                 ,www.akmil.com,0293-3632003-9,akmilborang@gmail.com
Kementerian Pertahanan,PTK,474003  ,Akademi Angkatan Laut Surabaya,Akademi,Prop. Jawa Timur              ,"Akademi TNI Angkatan Laut, Bumimoro Morokrembangan, Surabaya",,Kota Surabaya                 ,www.aal.ac.id/,"031 3291094, 3291092",akademi@aal.ac.id
Kementerian Pertahanan,PTK,475001  ,Politeknik Angkatan Darat,Politeknik,Prop. Jawa Timur              ,"Kesatrian Arhanud Junrejo Batu
PO Box 42 Malang",Kec. Junrejo                  ,Kota Batu                     ,"lemjiantek.mil,id",0341461504,info.poltekad@gmail.com
Kementerian Pertahanan,PTK,475002  ,Politeknik Angkatan Laut,Politeknik,Prop. Jawa Timur              ,,,Kota Surabaya                 ,,,
Kementerian Pertahanan,PTK,473003  ,Sekolah Tinggi Hukum Militer AHM - PTHM,Sekolah Tinggi,Prop. D.K.I. Jakarta          ,Jl. Matraman Raya no 126,,Kota Jakarta Timur            ,pshm_sthm@yahoo.co.id,85904737,Jl. Matraman Raya 126 Jakarta Timur
Kementerian Pertahanan,PTK,473001  ,Sekolah Tinggi Teknologi Angkatan Laut,Sekolah Tinggi,Prop. Jawa Timur              ,"Bumimoro, Moro Krembangan Surabaya",,Kota Surabaya                 ,www.sttal.ac.id,031-3298840,sttal@yahoo.com
Kementerian Pertahanan,PTK,471001  ,Universitas Pertahanan,Universitas,Prop. Jawa Barat              ,Komplek IPSC Sentul Bogor Jawa Barat,,Kab. Bogor                    ,www.idu.ac.id,021-32236301,humas@idu.ac.id
Kementerian Pertanian,PTK,445006  ,Politeknik Pembangunan Pertanian Bogor,Politeknik,Prop. Jawa Barat              ,,,Kota Bogor                    ,,,
Kementerian Pertanian,PTK,445004  ,Politeknik Pembangunan Pertanian Yogyakarta - Magelang,Politeknik,Prop. Jawa Tengah             ,,,Kab. Magelang                 ,,,
Kementerian Pertanian,PTK,445001  ,Politeknik Pembangunan Pertanian Malang,Politeknik,Prop. Jawa Timur              ,,,Kota Malang                   ,,,
Kementerian Pertanian,PTK,445002  ,Politeknik Pembangunan Pertanian Manokwari,Politeknik,Prop. Papua Barat             ,,,Kab. Manokwari                ,,,
Kementerian Pertanian,PTK,445005  ,Politeknik Pembangunan Pertanian Gowa,Politeknik,Prop. Sulawesi Selatan        ,,,Kab. Gowa                     ,,,
Kementerian Pertanian,PTK,445003  ,Politeknik Pembangunan Pertanian Medan,Politeknik,Prop. Sumatera Utara          ,,,Kota Medan                    ,,,
Kementerian Pertanian,PTK,443002  ,Sekolah Tinggi Penyuluhan Pertanian Bogor,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Aria Suryalaga (d/h. Cibalagung) No.1 Bogor ,,Kota Bogor                    ,stpp-bogor.ac.id,02518312386,stpp.bogor@deptan.go.id
Kementerian Pertanian,PTK,443001  ,Sekolah Tinggi Penyuluhan Pertanian (STPP) Magelang,Sekolah Tinggi,Prop. Jawa Tengah             ,"Jl. Magelang - Kopeng Km. 7 Kotak Pos 152, Magelang, Jawa Tengah, Indonesia.",,Kab. Magelang                 ,http://stppmagelang.ac.id,0293-364188,info@stppmagelang.ac.id
Kementerian Pertanian,PTK,443004  ,Sekolah Tinggi Penyuluhan Pertanian Malang ,Sekolah Tinggi,Prop. Jawa Timur              , Jl. Dr. Cipto No.144.A Bedali Lawang Malang,,Kab. Malang                   ,stpp-malang.ac.id,0341-427771,stpp.malang@yahoo.co.id
Kementerian Pertanian,PTK,443006  ,Sekolah Tinggi Penyuluhan Pertanian Manokwari,Sekolah Tinggi,Prop. Papua Barat             ,JALAN SPMA REREMI MANOKWARI,,Kab. Manokwari                ,www.stppmanokwari.ac.id,(0986) 211993,stpp_manokwari@yahoo.com
Kementerian Pertanian,PTK,443003  ,Sekolah Tinggi Penyuluhan Pertanian Gowa ,Sekolah Tinggi,Prop. Sulawesi Selatan        , Jl. Malino KM. 7 Romanglompoa Kab. Gowa Provinsi Sulawesi Selatan,,Kab. Gowa                     ,www.stppgowa.ac.id,0411-861127,stpp@stppgowa.ac.id
Kementerian Pertanian,PTK,443005  ,sekolah Tinggi Penyuluhan Pertanian Medan,Sekolah Tinggi,Prop. Sumatera Utara          , Jalan Binjai KM. 10 Medan,,Kota Medan                    ,www.infostppmedan.ac.id,061-8451544,info@stppmedan.ac.id
Kementerian Sosial,PTK,453001  ,Sekolah Tinggi Kesejahteraan Sosial (STKS) ,Sekolah Tinggi,Prop. Jawa Barat              , Jl. Ir. H. Juanda Nomor 367 Bandung Jawa Barat,,Kota Bandung                  ,www.stks.ac.id,022-2504838,humas@stks.ac.id
Kepolisian,PTK,484001  ,Akademi Kepolisian (AKPOL),Akademi,Prop. Jawa Tengah             , ,,Kota Semarang,www.akpol.ac.id , , info@akpol.ac.id
Kepolisian,PTK,483001  ,Sekolah Tinggi Ilmu Kepolisian,Sekolah Tinggi,Prop. D.K.I. Jakarta          , Jl. Tirtayasa Raya No. 6  RT 9/4 Kel. Melawai Kec. Kebayoran Baru Jakarta Selat,Kec. Kebayoran Baru           ,Kota Jakarta Selatan          , stik-ptik.ac.id, 021-7222234,admin@stik-ptik.ac.id
LLDIKTI Wilayah I,PTS,014186  ,Akademi Kebidanan Sari Husada,Akademi,Prop. Sumatera Utara          ,Jalan Dewantara No 134 Pancur Batu,Kec. Pancur Batu              ,Kab. Deli Serdang             , ,061845656, 
LLDIKTI Wilayah I,PTS,014209  ,Akademi Kebidanan Sifra Husada,Akademi,Prop. Sumatera Utara          ,Jl. Kanal No. 10 Pasar VIII Bajak II marindal,Kec. Patumbak                 ,Kab. Deli Serdang             , www.akbidsifrahusada.ac.id, (061) 7868058, sifrahusada@yahoo.com
LLDIKTI Wilayah I,PTS,014176  ,Akademi Kebidanan Ibtisam Aulia,Akademi,Prop. Sumatera Utara          ,Jalan Jenderal Sudirman ,Kec. Kisaran Barat            ,Kab. Asahan                   , akbidibtisamaulia.ac.id,0623-43602,akbid_ibtisam@yahoo.co.id
